icao_code,long_destination,medium_destination,short_destination,lat_1,long_1,group,lat_2,long_2
LSZH,62,0,13,47.464699,8.54917,3,24.8180007935,120.939002991
RCPO,4,0,0,24.8180007935,120.939002991,3,50.913,4.49
EBMB,12,0,1,50.913,4.49,3,34.01319885,-84.59860229
KRYY,0,0,1,34.01319885,-84.59860229,3,44.85710144,-93.03289795
KSGS,1,0,0,44.85710144,-93.03289795,3,32.6306,-115.241997
MMML,0,0,0,32.6306,-115.241997,3,37.6189994812012,-122.375
KSFO,157,50,12,37.6189994812012,-122.375,3,21.0365009308,-86.8770980835
MMUN,0,0,0,21.0365009308,-86.8770980835,3,-0.129166666667,-78.3575
SEQM,0,2,0,-0.129166666667,-78.3575,3,30.58860016,-96.36380005
KCLL,0,1,0,30.58860016,-96.36380005,3,33.7608985900879,-117.218002319336
KL65,0,0,1,33.7608985900879,-117.218002319336,3,35.2368011475,-120.641998291
KSBP,0,1,0,35.2368011475,-120.641998291,3,42.119800567627,-72.8143005371094
MA80,0,1,0,42.119800567627,-72.8143005371094,3,47.75550079,-116.8590012
ID27,0,0,0,47.75550079,-116.8590012,3,41.1035995483,28.547700882
LTBW,76,2,0,41.1035995483,28.547700882,3,-23.1916675568,-47.0750007629
SDWL,0,0,1,-23.1916675568,-47.0750007629,3,50.40194,30.45194
UKKK,0,1,0,50.40194,30.45194,3,26.0012,-80.2407
KHWO,7,3,0,26.0012,-80.2407,3,40.2113,-123.297997
KT42,0,0,1,40.2113,-123.297997,3,42.364200592041,69.4788970947266
UAII,0,0,0,42.364200592041,69.4788970947266,3,59.8003005981445,30.2625007629394
ULLI,1,0,4,59.8003005981445,30.2625007629394,3,53.8658981323242,-1.66057002544403
EGNM,0,0,1,53.8658981323242,-1.66057002544403,3,42.94049835,-78.73220062
KBUF,0,1,0,42.94049835,-78.73220062,3,38.7150001526,-77.1809997559
KDAA,0,0,0,38.7150001526,-77.1809997559,3,38.2821998596191,-0.55815601348877
LEAL,0,0,0,38.2821998596191,-0.55815601348877,3,-25.9862995148,28.1401004791
FAGC,0,0,0,-25.9862995148,28.1401004791,3,34.6328010559082,135.223999023438
RJBE,1,0,0,34.6328010559082,135.223999023438,3,45.5175018311,-73.4169006348
CYHU,1,2,1,45.5175018311,-73.4169006348,3,39.871898651123,-75.241096496582
KPHL,8,10,4,39.871898651123,-75.241096496582,3,37.332901001,-121.819000244
KRHV,0,0,1,37.332901001,-121.819000244,3,54.2682991028,48.2266998291
UWLL,0,0,0,54.2682991028,48.2266998291,3,32.166801,-85.809702
K07A,0,0,0,32.166801,-85.809702,3,33.5269012451172,-112.294998168945
KGEU,0,0,0,33.5269012451172,-112.294998168945,3,45.086399,7.60337
LIMA,0,0,0,45.086399,7.60337,3,45.529598,8.66922
LIMN,6,0,1,45.529598,8.66922,3,45.505299,12.3519
LIPZ,1,0,0,45.505299,12.3519,3,43.3526000976562,76.8836975097656
UAAR,0,0,0,43.3526000976562,76.8836975097656,3,-6.1255698204,106.65599823
WIII,7,1,5,-6.1255698204,106.65599823,3,39.7028007507324,-83.0939025878906
63OH,1,0,0,39.7028007507324,-83.0939025878906,3,51.956902,4.43722
EHRD,0,0,0,51.956902,4.43722,3,42.6665000915527,-70.8529968261719
MA36,1,0,0,42.6665000915527,-70.8529968261719,3,51.148102,-0.190278
EGKK,20,1,20,51.148102,-0.190278,3,52.3619003295898,0.486405998468399
EGUN,0,0,0,52.3619003295898,0.486405998468399,3,38.2132,-122.280998
KAPC,0,0,1,38.2132,-122.280998,3,36.08010101,-115.1520004
KLAS,23,36,1,36.08010101,-115.1520004,3,34.9500999450684,-90.2001037597656
MS65,0,0,0,34.9500999450684,-90.2001037597656,3,-22.8099994659,-43.2505569458
SBGL,1,0,0,-22.8099994659,-43.2505569458,3,35.4496994018555,-81.426399230957
1NC9,0,1,0,35.4496994018555,-81.426399230957,3,29.7238998413086,-98.6946029663086
K5C1,0,0,1,29.7238998413086,-98.6946029663086,3,37.62580109,-120.9540024
KMOD,0,0,0,37.62580109,-120.9540024,3,-34.8222,-58.5358
SAEZ,40,1,1,-34.8222,-58.5358,3,-34.811533,-56.164317
SUBL,0,0,0,-34.811533,-56.164317,3,42.7630996704102,-85.9828033447266
6MI3,1,0,0,42.7630996704102,-85.9828033447266,3,34.6954,-86.786102
AL72,3,0,0,34.6954,-86.786102,3,38.5694007873535,-122.804000854492
CL36,0,0,0,38.5694007873535,-122.804000854492,3,52.5597,13.2877
EDDT,2,0,0,52.5597,13.2877,3,35.798901,140.011002
RJTL,14,0,0,35.798901,140.011002,3,55.092399597168,83.0045013427734
UNNE,0,0,0,55.092399597168,83.0045013427734,3,37.6934013367,-121.819999695
KLVK,0,0,1,37.6934013367,-121.819999695,3,34.1325988769531,-84.1994018554687
6GA0,1,0,0,34.1325988769531,-84.1994018554687,3,-26.1392,28.246
FAOR,100,0,0,-26.1392,28.246,3,39.2098007202148,-93.9280014038086
K4K3,0,0,0,39.2098007202148,-93.9280014038086,3,28.5455,-81.332901
KORL,4,1,0,28.5455,-81.332901,3,54.6180992126465,-5.87249994277954
EGAC,0,0,1,54.6180992126465,-5.87249994277954,3,41.2597999572754,-87.4813995361328
IN90,0,0,0,41.2597999572754,-87.4813995361328,3,41.8002778,12.2388889
LIRF,83,1,10,41.8002778,12.2388889,3,-37.0297012329102,174.973007202148
NZAR,0,0,1,-37.0297012329102,174.973007202148,3,-22.9104995728,-43.1631011963
SBRJ,0,0,0,-22.9104995728,-43.1631011963,3,38.598801,-121.560997
60CL,0,1,0,38.598801,-121.560997,3,40.433943,-89.356585
81IL,0,1,0,40.433943,-89.356585,3,32.896801,-97.038002
KDFW,31,7,15,32.896801,-97.038002,3,24.7600002289,93.896697998
VEIM,0,1,0,24.7600002289,93.896697998,3,32.4864997863769,-96.8463973999024
25XS,0,0,0,32.4864997863769,-96.8463973999024,3,39.3025016784668,-88.0040969848633
K1H8,0,1,0,39.3025016784668,-88.0040969848633,3,39.813801,-82.927803
